@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1,3,9-13,15-17'

@attribute Area numeric
@attribute MajorAxisLength numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.055624,0.076572,0.691295,0.935601,0.923035,0.78465,0.519016,0.74866,0.963841,SEKER
0.055676,0.063986,0.743032,0.950417,0.976268,0.869084,0.491479,0.84485,0.992115,SEKER
0.055714,0.073585,0.7624,0.96057,0.94981,0.804933,0.512004,0.77149,0.994162,SEKER
0.055842,0.079849,0.727549,0.973524,0.96602,0.765629,0.524753,0.72741,0.984671,SEKER
0.055996,0.063472,0.734013,0.968954,0.970809,0.875671,0.488462,0.852482,0.996091,SEKER
0.056013,0.079094,0.660066,0.967799,0.963844,0.772009,0.522066,0.73452,0.978684,SEKER
0.056017,0.072187,0.672125,0.923586,0.939751,0.816961,0.507137,0.785111,0.975827,SEKER
0.056051,0.054304,0.734225,0.958883,0.992823,0.941065,0.468356,0.929252,0.995443,SEKER
0.056107,0.079846,0.593619,0.93876,0.901938,0.768068,0.523108,0.730126,0.965026,SEKER
0.056175,0.073817,0.664172,0.933406,0.919347,0.807686,0.509693,0.774601,0.99366,SEKER
0.056205,0.068634,0.707629,0.959002,0.969582,0.842429,0.498344,0.814155,0.996141,SEKER
0.056209,0.07228,0.619988,0.953186,0.96318,0.818132,0.506173,0.786441,0.981688,SEKER
0.056308,0.056125,0.693155,0.855185,0.792266,0.930416,0.470795,0.916626,0.977742,SEKER
0.056363,0.070553,0.733177,0.917768,0.899881,0.831043,0.501525,0.801137,0.99749,SEKER
0.056376,0.06082,0.765324,0.955258,0.962136,0.897759,0.480501,0.878208,0.991534,SEKER
0.05641,0.074359,0.667685,0.923212,0.906944,0.806306,0.509432,0.773042,0.970162,SEKER
0.056444,0.073951,0.74285,0.961124,0.941918,0.809298,0.508348,0.776426,0.98403,SEKER
0.056777,0.086485,0.678433,0.966018,0.938657,0.732454,0.533235,0.690715,0.973134,SEKER
0.056837,0.085673,0.797414,0.937496,0.897833,0.738019,0.531123,0.696837,0.9696,SEKER
0.056858,0.068057,0.744818,0.972268,0.990548,0.852456,0.493203,0.825666,0.993605,SEKER
0.057106,0.063752,0.715444,0.941203,0.934603,0.884271,0.482516,0.862474,0.995033,SEKER
0.05717,0.084008,0.735824,0.940875,0.915417,0.7514,0.525498,0.711614,0.984114,SEKER
0.057234,0.066911,0.749883,0.971363,0.992016,0.863768,0.488525,0.838705,0.985928,SEKER
0.057294,0.070908,0.729586,0.950981,0.964976,0.837334,0.496722,0.808323,0.979376,SEKER
0.057324,0.077046,0.671037,0.948698,0.908384,0.797188,0.509668,0.762752,0.988321,SEKER
0.057341,0.068453,0.742914,0.919556,0.916354,0.854286,0.491195,0.827773,0.985843,SEKER
0.057379,0.09137,0.726775,0.960286,0.946107,0.707917,0.539947,0.663877,0.986911,SEKER
0.057388,0.075521,0.707246,0.893254,0.84154,0.807704,0.506023,0.774622,0.968291,SEKER
0.057405,0.067744,0.695721,0.952994,0.955524,0.859699,0.489301,0.834008,0.98988,SEKER
0.057413,0.085239,0.786861,0.952232,0.92383,0.74589,0.526635,0.705519,0.990682,SEKER
0.057456,0.080229,0.749349,0.940745,0.932696,0.7779,0.51567,0.741101,0.993774,SEKER
0.057687,0.073029,0.667185,0.946316,0.940062,0.826859,0.498916,0.796366,0.99231,SEKER
0.057755,0.086341,0.758852,0.954427,0.934653,0.742095,0.526888,0.70133,0.967968,SEKER
0.057755,0.092126,0.663331,0.941393,0.927505,0.70666,0.539221,0.662508,0.986283,SEKER
0.057819,0.098317,0.691876,0.909373,0.809962,0.670354,0.552015,0.623287,0.992615,SEKER
0.057819,0.08917,0.694409,0.947577,0.934444,0.725208,0.532525,0.682763,0.98006,SEKER
0.057853,0.069806,0.673544,0.957957,0.941257,0.849926,0.491064,0.822758,0.979174,SEKER
0.057866,0.088944,0.740951,0.925057,0.90497,0.727012,0.531754,0.68474,0.977786,SEKER
0.057956,0.065104,0.71704,0.952287,0.927133,0.882943,0.48045,0.860929,0.991866,SEKER
0.057969,0.071129,0.673505,0.958812,0.95812,0.842113,0.493202,0.813794,0.969421,SEKER
0.058003,0.081869,0.729079,0.964974,0.980813,0.772399,0.515856,0.734955,0.989681,SEKER
0.058101,0.086548,0.717938,0.952022,0.922967,0.743894,0.525213,0.703315,0.964867,SEKER
0.058139,0.07803,0.6386,0.942113,0.9469,0.798254,0.506868,0.763953,0.990812,SEKER
0.058203,0.079278,0.651656,0.897268,0.884583,0.790781,0.509138,0.755542,0.985641,SEKER
0.058212,0.08795,0.606896,0.951347,0.916375,0.736202,0.527515,0.694837,0.978827,SEKER
0.058242,0.066342,0.751958,0.952135,0.971128,0.877104,0.481425,0.854146,0.990151,SEKER
0.058336,0.084692,0.792673,0.96177,0.936384,0.757579,0.51984,0.718462,0.981455,SEKER
0.0584,0.079635,0.665646,0.914943,0.868938,0.790266,0.50872,0.754963,0.980139,SEKER
0.05843,0.082624,0.782013,0.94847,0.94369,0.771458,0.514883,0.733905,0.972554,SEKER
0.058468,0.06779,0.705568,0.924891,0.906606,0.869315,0.483186,0.845117,0.9864,SEKER
0.058541,0.093542,0.772648,0.969568,0.949217,0.705021,0.537365,0.660726,0.975472,SEKER
0.058545,0.073366,0.692585,0.93904,0.940598,0.832532,0.49456,0.802836,0.995985,SEKER
0.05863,0.086288,0.627706,0.906093,0.906708,0.750227,0.521442,0.710315,0.982894,SEKER
0.05863,0.077304,0.716984,0.978811,0.976433,0.807437,0.502404,0.774321,0.976945,SEKER
0.05875,0.074667,0.716356,0.918344,0.892729,0.825806,0.496112,0.795167,0.982181,SEKER
0.058801,0.072722,0.696942,0.972802,0.983018,0.839163,0.491696,0.810416,0.993987,SEKER
0.058869,0.080019,0.651107,0.952259,0.941156,0.792045,0.506733,0.756964,0.963218,SEKER
0.058869,0.077932,0.704403,0.98814,0.985507,0.805529,0.502317,0.772164,0.983025,SEKER
0.058925,0.089295,0.702645,0.933684,0.892415,0.734234,0.526018,0.692671,0.993931,SEKER
0.058934,0.071493,0.736676,0.934831,0.923439,0.848598,0.488323,0.821233,0.994745,SEKER
0.059006,0.0884,0.689139,0.966456,0.956216,0.740463,0.523635,0.699531,0.967119,SEKER
0.059036,0.083398,0.721319,0.885056,0.856853,0.771999,0.512883,0.734509,0.971173,SEKER
0.059066,0.079968,0.764214,0.954318,0.922079,0.794146,0.505459,0.759327,0.996081,SEKER
0.05907,0.072701,0.707825,0.94748,0.943982,0.841782,0.49008,0.813415,0.985548,SEKER
0.059092,0.079141,0.690974,0.931186,0.900777,0.799711,0.503559,0.765595,0.988114,SEKER
0.059164,0.082768,0.668421,0.894247,0.830343,0.777136,0.510788,0.740247,0.974759,SEKER
0.059228,0.084748,0.72931,0.944956,0.930035,0.765201,0.514583,0.726933,0.971036,SEKER
0.059322,0.067235,0.777346,0.960596,0.929344,0.881071,0.477088,0.858752,0.970369,SEKER
0.059356,0.079953,0.746762,0.943928,0.942987,0.796865,0.503708,0.762388,0.988893,SEKER
0.059382,0.085648,0.766474,0.922768,0.899457,0.760917,0.515562,0.722169,0.981977,SEKER
0.059408,0.082149,0.719703,0.971301,0.965912,0.783261,0.508033,0.747103,0.989093,SEKER
0.059425,0.083214,0.818586,0.976259,0.953941,0.776638,0.510178,0.73969,0.966218,SEKER
0.059476,0.098387,0.733565,0.957295,0.914307,0.684284,0.541837,0.638269,0.989987,SEKER
0.059651,0.110603,0.767558,0.929824,0.886745,0.615658,0.566465,0.565259,0.976802,SEKER
0.059668,0.085221,0.72815,0.942303,0.945744,0.766141,0.512955,0.72798,0.978264,SEKER
0.059672,0.086655,0.75888,0.977557,0.972524,0.757201,0.515945,0.718043,0.985218,SEKER
0.059681,0.083157,0.697659,0.926081,0.894767,0.779296,0.508535,0.742663,0.972016,SEKER
0.059736,0.087989,0.789319,0.921237,0.86479,0.749466,0.518368,0.709473,0.957742,SEKER
0.059745,0.090692,0.746736,0.969251,0.96156,0.732879,0.524002,0.691182,0.99252,SEKER
0.059775,0.073015,0.707308,0.89347,0.84755,0.846154,0.486655,0.818427,0.995417,SEKER
0.059783,0.087892,0.644601,0.940515,0.900585,0.750485,0.517882,0.710601,0.947022,SEKER
0.0598,0.088327,0.65496,0.931097,0.887201,0.747936,0.518695,0.707781,0.989768,SEKER
0.059813,0.083081,0.715567,0.88827,0.846006,0.780963,0.507591,0.744528,0.947933,SEKER
0.059869,0.081217,0.757719,0.924004,0.914773,0.793353,0.503348,0.758434,0.988089,SEKER
0.059877,0.09186,0.737698,0.906719,0.866417,0.726907,0.525658,0.684625,0.938893,SEKER
0.059894,0.074715,0.612677,0.91613,0.875254,0.835946,0.489538,0.806736,0.958441,SEKER
0.059954,0.113684,0.691157,0.982667,0.915356,0.601103,0.571022,0.550032,0.970629,SEKER
0.059988,0.083847,0.753838,0.964495,0.966898,0.777665,0.508165,0.740839,0.973921,SEKER
0.06001,0.075727,0.765548,0.95619,0.935692,0.830311,0.490995,0.800302,0.99242,SEKER
0.060014,0.103451,0.711365,0.917381,0.905518,0.659334,0.549163,0.611494,0.97721,SEKER
0.060048,0.090299,0.596253,0.85573,0.852166,0.737952,0.521353,0.696764,0.928622,SEKER
0.060082,0.089295,0.741561,0.941907,0.923287,0.744438,0.51904,0.703916,0.980029,SEKER
0.060133,0.095349,0.61892,0.925392,0.903915,0.708046,0.531432,0.664017,0.987069,SEKER
0.060159,0.084156,0.734494,0.968777,0.960439,0.777232,0.507804,0.740354,0.989312,SEKER
0.06021,0.074117,0.741398,0.952948,0.963574,0.842796,0.486458,0.814576,0.993218,SEKER
0.060219,0.087015,0.741602,0.935626,0.928834,0.759794,0.513445,0.720921,0.984817,SEKER
0.060257,0.06019,0.685214,0.872028,0.844239,0.939104,0.457003,0.926923,0.993737,SEKER
0.060304,0.0926,0.687983,0.962832,0.947551,0.726137,0.524637,0.68378,0.98974,SEKER
0.060304,0.078115,0.744564,0.962455,0.95584,0.81733,0.494294,0.78553,0.985285,SEKER
0.060522,0.089759,0.727346,0.973933,0.955154,0.745436,0.517389,0.705018,0.986576,SEKER
0.060548,0.086147,0.715632,0.949452,0.937258,0.768137,0.50968,0.730203,0.994459,SEKER
0.060552,0.077294,0.724735,0.901481,0.86921,0.824934,0.491141,0.794174,0.982382,SEKER
0.060642,0.09424,0.670392,0.923639,0.882104,0.719131,0.526042,0.676111,0.983757,SEKER
0.060646,0.080311,0.657043,0.94089,0.927419,0.806163,0.496904,0.77288,0.973378,SEKER
0.060659,0.086963,0.664351,0.961582,0.969844,0.764002,0.510733,0.725599,0.970251,SEKER
0.060671,0.089202,0.612782,0.961968,0.951762,0.750193,0.515334,0.710278,0.948659,SEKER
0.06068,0.082368,0.660614,0.948432,0.957504,0.793249,0.501004,0.758317,0.991571,SEKER
0.060697,0.078273,0.671315,0.958975,0.971558,0.819845,0.49235,0.788386,0.985163,SEKER
0.06071,0.09201,0.651577,0.937569,0.916442,0.73327,0.520973,0.691612,0.962069,SEKER
0.060829,0.075985,0.779996,0.931307,0.89743,0.836054,0.486809,0.80686,0.971092,SEKER
0.060851,0.093629,0.676966,0.940318,0.931976,0.724646,0.523512,0.682146,0.977401,SEKER
0.060872,0.077165,0.716009,0.954596,0.969279,0.82868,0.489025,0.798441,0.983277,SEKER
0.060889,0.085836,0.70969,0.971534,0.962817,0.773112,0.507021,0.735751,0.974321,SEKER
0.060975,0.0901,0.619411,0.899351,0.848538,0.747302,0.515413,0.70708,0.965246,SEKER
0.060987,0.084948,0.700994,0.948683,0.925199,0.779583,0.504593,0.742984,0.975742,SEKER
0.061069,0.078627,0.756115,0.965637,0.960441,0.820888,0.490945,0.789571,0.985509,SEKER
0.061098,0.08142,0.713552,0.951772,0.956203,0.803068,0.496593,0.769383,0.965021,SEKER
0.061115,0.08055,0.715688,0.96229,0.960055,0.808828,0.494682,0.775894,0.987734,SEKER
0.061175,0.09174,0.73607,0.958581,0.951402,0.738981,0.51764,0.697897,0.995322,SEKER
0.06118,0.067517,0.692071,0.957834,0.96841,0.896368,0.46717,0.876582,0.989918,SEKER
0.061188,0.071314,0.803379,0.941734,0.932222,0.870527,0.475029,0.846521,0.976438,SEKER
0.061218,0.085777,0.743361,0.922338,0.870935,0.77639,0.504974,0.739412,0.976391,SEKER
0.061235,0.083089,0.712501,0.916019,0.865279,0.793592,0.499277,0.758703,0.981579,SEKER
0.061256,0.08748,0.633007,0.961642,0.968209,0.766043,0.508294,0.72787,0.971056,SEKER
0.061278,0.084619,0.735536,0.92277,0.891599,0.78424,0.502214,0.7482,0.986241,SEKER
0.061282,0.080046,0.668635,0.945555,0.954255,0.813578,0.492673,0.781273,0.985658,SEKER
0.061291,0.080901,0.724545,0.932855,0.921566,0.808128,0.494402,0.775102,0.98407,SEKER
0.061346,0.085105,0.551722,0.942617,0.924397,0.781766,0.502828,0.745427,0.926765,SEKER
0.061367,0.080019,0.738596,0.905369,0.843986,0.814518,0.492126,0.782339,0.997771,SEKER
0.061376,0.097053,0.617225,0.922494,0.837023,0.708579,0.527502,0.664597,0.958388,SEKER
0.061376,0.095468,0.738742,0.972982,0.959244,0.718081,0.524207,0.674963,0.985529,SEKER
0.061402,0.077504,0.73764,0.949767,0.956679,0.831229,0.486699,0.801348,0.994549,SEKER
0.061577,0.087087,0.751944,0.958881,0.935761,0.771324,0.505603,0.733755,0.968553,SEKER
0.061577,0.072257,0.747125,0.964495,0.968184,0.867714,0.474802,0.843265,0.981405,SEKER
0.061602,0.095136,0.66168,0.92681,0.876509,0.72204,0.522169,0.679293,0.96436,SEKER
0.061615,0.084343,0.698629,0.969016,0.94513,0.788977,0.499682,0.753515,0.986028,SEKER
0.061679,0.074243,0.765134,0.923536,0.913824,0.855328,0.478347,0.828972,0.982919,SEKER
0.061735,0.075302,0.675146,0.953768,0.962486,0.848775,0.480233,0.821436,0.991406,SEKER
0.061735,0.082296,0.737152,0.942948,0.918592,0.80311,0.494744,0.76943,0.977457,SEKER
0.061739,0.094716,0.689884,0.913194,0.860292,0.725757,0.520486,0.683364,0.966697,SEKER
0.061739,0.072397,0.762506,0.928056,0.940059,0.868253,0.47418,0.843889,0.963045,SEKER
0.061752,0.091709,0.764289,0.943708,0.914384,0.744191,0.514172,0.703643,0.989437,SEKER
0.061756,0.087745,0.786233,0.957893,0.956292,0.768779,0.505924,0.730918,0.975765,SEKER
0.061807,0.075224,0.668161,0.945618,0.928319,0.849955,0.479659,0.822791,0.996209,SEKER
0.061876,0.093028,0.666497,0.942322,0.930533,0.737196,0.516178,0.695932,0.971003,SEKER
